  1.000000e+000  0.000000e+000
  2.000000e+000  0.000000e+000
  3.000000e+000  0.000000e+000
  4.000000e+000  0.000000e+000
  5.000000e+000  0.000000e+000
  6.000000e+000  0.000000e+000
  7.000000e+000  0.000000e+000
  8.000000e+000  0.000000e+000
  9.000000e+000  0.000000e+000
  1.000000e+001  0.000000e+000
  1.100000e+001  0.000000e+000
  1.200000e+001  0.000000e+000
  1.300000e+001  0.000000e+000
  1.400000e+001  0.000000e+000
  1.500000e+001  0.000000e+000
  1.600000e+001  0.000000e+000
  1.700000e+001  0.000000e+000
  1.800000e+001  0.000000e+000
  1.900000e+001  0.000000e+000
  2.000000e+001  0.000000e+000
  2.100000e+001  2.622869e-004
  2.200000e+001  8.536026e-003
  2.300000e+001  3.285770e-002
  2.400000e+001  6.590217e-002
  2.500000e+001  1.011810e-001
  2.600000e+001  1.343203e-001
  2.700000e+001  1.517339e-001
  2.800000e+001  1.477354e-001
  2.900000e+001  1.290671e-001
  3.000000e+001  1.007966e-001
  3.100000e+001  7.339253e-002
  3.200000e+001  4.252150e-002
  3.300000e+001  1.169338e-002
  3.400000e+001  0.000000e+000
  3.500000e+001  0.000000e+000
  3.600000e+001  0.000000e+000
  3.700000e+001  0.000000e+000
  3.800000e+001  0.000000e+000
  3.900000e+001  0.000000e+000
  4.000000e+001  0.000000e+000
  4.100000e+001  0.000000e+000
  4.200000e+001  0.000000e+000
  4.300000e+001  0.000000e+000
  4.400000e+001  0.000000e+000
  4.500000e+001  0.000000e+000
  4.600000e+001  0.000000e+000
  4.700000e+001  0.000000e+000
  4.800000e+001  0.000000e+000
  4.900000e+001  0.000000e+000
  5.000000e+001  0.000000e+000
  5.100000e+001  0.000000e+000
  5.200000e+001  0.000000e+000
  5.300000e+001  0.000000e+000
  5.400000e+001  0.000000e+000
  5.500000e+001  0.000000e+000
  5.600000e+001  0.000000e+000
  5.700000e+001  0.000000e+000
  5.800000e+001  0.000000e+000
  5.900000e+001  0.000000e+000
  6.000000e+001  0.000000e+000
